colocate,label,score_normalized,score
assassinate,1980 - 1985,8.865601665186042e-06,3.836793029447559
attack,1980 - 1985,4.330491212302876e-05,18.74119673421953
attempt,1980 - 1985,3.0951387175723696e-07,0.13394924682199472
authority,1980 - 1985,3.692327661232689e-09,0.0015979397189346545
back,1980 - 1985,1.211593865830647e-06,0.5243451120971265
backing,1980 - 1985,1.4253199910260894e-05,6.168400084763338
base,1980 - 1985,1.945959443829157e-06,0.8421587063842759
basque,1980 - 1985,4.5807989673625864e-05,19.824461115024086
battle,1980 - 1985,4.3672124746311715e-05,18.90011644283556
become,1980 - 1985,6.110253586674583e-05,26.443527754659193
began,1980 - 1985,6.6178998068089225e-06,2.8640483530921177
begin,1980 - 1985,5.81776631024723e-06,2.5177721793846244
beginning,1980 - 1985,8.073896294682152e-06,3.494164321138479
begun,1980 - 1985,3.0395442198447306e-05,13.154326706548636
behind,1980 - 1985,1.3009694409411505e-05,5.630244478644245
believe,1980 - 1985,2.579257865157117e-06,1.116233164077641
bitter,1980 - 1985,1.5229207449961925e-05,6.5907897957423724
black,1980 - 1985,4.171566072801452e-06,1.8053411640245027
blame,1980 - 1985,4.721123847551961e-06,2.0431749308766047
bloodshed,1980 - 1985,5.196742738631548e-05,22.49009945225791
bomb,1980 - 1985,1.768493856080357e-05,7.653563915774644
brigade,1980 - 1985,2.113392190628996e-06,0.9146190785150825
bring,1980 - 1985,4.5223553161620215e-06,1.9571532772413867
britain,1980 - 1985,6.741626752338234e-07,0.29175940344896745
call,1980 - 1985,7.004138430703367e-06,3.0312020010707883
came,1980 - 1985,8.596965444878186e-06,3.720534526476267
campaign,1980 - 1985,6.918779476146266e-05,29.942609502302474
capital,1980 - 1985,5.441740432722831e-06,2.3550383322907575
carry,1980 - 1985,8.156390764114005e-07,0.35298657001579103
cause,1980 - 1985,7.730039458653737e-06,3.345352366639954
central,1980 - 1985,8.936204132770536e-06,3.8673478711515035
certainty,1980 - 1985,2.8347183848983334e-05,12.267895795876065
change,1980 - 1985,4.7555860717282396e-08,0.020580892510200455
claim,1980 - 1985,7.45270174350533e-08,0.032253280916420324
clear,1980 - 1985,6.154745183077599e-07,0.26636075371160417
clearly,1980 - 1985,1.251183971268187e-05,5.414786407976471
close,1980 - 1985,2.0631247147156634e-07,0.08928646721616418
collusion,1980 - 1985,3.7259800817775276e-05,16.12503577931106
colonel,1980 - 1985,1.0840387693918438e-06,0.4691427103460164
come,1980 - 1985,1.4191340845469543e-05,6.141629151716391
comment,1980 - 1985,1.771372796361869e-06,0.7666023191999152
common,1980 - 1985,1.1753355794540462e-05,5.08653504727066
compare,1980 - 1985,1.294896465843303e-05,5.603962282124038
concern,1980 - 1985,5.000801246945128e-05,21.642117580441838
concerned,1980 - 1985,9.283220924493823e-06,4.017527369155966
conclusion,1980 - 1985,1.1278298204316324e-05,4.880942948776588
condemn,1980 - 1985,0.00014726769109794243,63.73348047952984
condemnation,1980 - 1985,4.8591094335643426e-05,21.02891366891941
condone,1980 - 1985,0.00010980560388385016,47.520900609625485
conference,1980 - 1985,6.024753866437689e-06,2.6073508050398377
congress,1980 - 1985,2.9411657764580625e-07,0.12728571365750851
consider,1980 - 1985,3.288491829892895e-05,14.231704746982377
contain,1980 - 1985,1.4488464711529982e-05,6.270216338602965
contend,1980 - 1985,7.522439355308922e-06,3.255508647115108
continue,1980 - 1985,2.5892587459459288e-05,11.205612752592575
contribute,1980 - 1985,1.2168855951126283e-05,5.266352296536775
control,1980 - 1985,4.408993285420173e-06,1.9080932511111444
convention,1980 - 1985,2.8770084579354314e-05,12.450915813660904
convict,1980 - 1985,1.8576506516537327e-05,8.03941045468141
cooperation,1980 - 1985,1.0621867693293715e-05,4.596857547229801
cope,1980 - 1985,6.304358909645474e-05,27.283563184040005
cost,1980 - 1985,1.7540952115336728e-05,7.591250469810621
could,1980 - 1985,2.567148915436905e-05,11.109927375803757
counter,1980 - 1985,0.0036028170517477666,1559.2019439360363
country,1980 - 1985,2.862654753140582e-05,12.38879685480909
course,1980 - 1985,1.9240312296819263e-05,8.326687673631362
coverage,1980 - 1985,2.7279968782347076e-05,11.806033929842691
crackdown,1980 - 1985,1.8166671194288132e-05,7.862044792765658
create,1980 - 1985,1.8662491041061377e-06,0.8076622235313256
crime,1980 - 1985,6.147738237348664e-05,26.60575120192094
criminal,1980 - 1985,5.917559405695551e-06,2.5609599366810807
curb,1980 - 1985,0.00015682441086233806,67.86937076212664
danger,1980 - 1985,2.239458323609358e-05,9.691770970833927
deal,1980 - 1985,0.00011710818750996345,50.68126163324941
dealing,1980 - 1985,0.00023484696261306303,101.63542455094313
debate,1980 - 1985,1.6501233182209107e-05,7.141288187964182
decline,1980 - 1985,1.9002886618707917e-05,8.223936250638081
defense,1980 - 1985,2.496493847891754e-06,1.0804151320336581
define,1980 - 1985,0.00010671779167175514,46.18457885516049
definition,1980 - 1985,0.00027769622489779767,120.17942833769459
demand,1980 - 1985,2.2306472602854676e-07,0.09653639067755226
denounce,1980 - 1985,4.790512623959343e-05,20.732045198087565
describe,1980 - 1985,3.5877937686453566e-06,1.5527002726379568
despite,1980 - 1985,1.620917250972801e-06,0.7014892214552519
deter,1980 - 1985,1.8864203164484325e-05,8.163917796103375
deterrent,1980 - 1985,7.297100733204673e-05,31.57988175611186
direct,1980 - 1985,3.853335131275165e-05,16.67619404767347
disappear,1980 - 1985,1.9559866229197547e-05,8.46498198760851
discuss,1980 - 1985,1.4914924820280703e-05,6.454776759247341
distinguish,1980 - 1985,2.757139037674376e-05,11.932153327514527
domestic,1980 - 1985,0.00012263584554970814,53.07348278608384
dr,1980 - 1985,2.0324098984766135e-06,0.8795721289934195
drama,1980 - 1985,3.358317686287847e-05,14.533892200478505
drug,1980 - 1985,8.921619902327043e-06,3.8610362099897815
early,1980 - 1985,6.493519229667582e-07,0.28102197975809284
east,1980 - 1985,3.3261290977947126e-08,0.014394588680399112
effect,1980 - 1985,8.179950441894635e-06,3.5400616925900668
effort,1980 - 1985,5.192627795035277e-06,2.247229108740802
egypt,1980 - 1985,6.369568800694524e-08,0.02756577398582971
either,1980 - 1985,8.009174358760813e-06,3.4661544147639933
el,1980 - 1985,2.7166749705728497e-07,0.1175703577039724
eliminate,1980 - 1985,3.503006175441029e-05,15.160064915641405
encourage,1980 - 1985,2.449236057710433e-05,10.599632364035173
end,1980 - 1985,0.00010316998566659113,44.64918420688764
endorse,1980 - 1985,2.0565935482152338e-05,8.900381596417514
engage,1980 - 1985,1.4023377438311972e-05,6.068939124110587
engaged,1980 - 1985,1.111030704246744e-05,4.808240909689761
eradicate,1980 - 1985,7.010893687842503e-05,30.341254939686635
escalate,1980 - 1985,2.2525342337507062e-05,9.748359979429944
especially,1980 - 1985,4.1145842798869193e-05,17.806809825595018
estimate,1980 - 1985,9.729268025034114e-06,4.210564510998089
eta,1980 - 1985,1.1727505149954279e-05,5.075347586261163
europe,1980 - 1985,2.1744774356060793e-06,0.9410551232395497
even,1980 - 1985,1.8919137308064024e-05,8.187691810222791
every,1980 - 1985,2.0783813315963538e-05,8.994673240189488
evidence,1980 - 1985,3.962742734789984e-09,0.0017149680615632656
example,1980 - 1985,1.2101725428373315e-05,5.2373000188134045
expand,1980 - 1985,2.1567287543289887e-05,9.333739731972194
expect,1980 - 1985,2.0109327296330726e-06,0.8702773902014938
experience,1980 - 1985,1.2926673217023384e-05,5.594315148150861
exploit,1980 - 1985,1.5229207449961925e-05,6.5907897957423724
export,1980 - 1985,4.571107525195761e-05,19.78251917001545
express,1980 - 1985,4.670326481056751e-06,2.0211912021863734
face,1980 - 1985,2.2906006425802033e-06,0.9913101118913623
facilities,1980 - 1985,1.5797726589723258e-05,6.836829529414303
fanaticism,1980 - 1985,2.8347183848983334e-05,12.267895795876065
fear,1980 - 1985,2.769671944874409e-05,11.986392365991327
federal,1980 - 1985,1.3267718183723677e-09,0.0005741910201524647
finance,1980 - 1985,1.0624791046628151e-05,4.598122695622405
find,1980 - 1985,1.8662491041061377e-06,0.8076622235313256
firm,1980 - 1985,1.5316729534466597e-05,6.628666990819713
first,1980 - 1985,8.697701730201397e-06,3.7641304708844494
flourish,1980 - 1985,7.389141972868033e-05,31.978211390240176
focus,1980 - 1985,4.45797060062102e-06,1.9292893107425608
follow,1980 - 1985,2.987903076705693e-06,1.293083778215153
following,1980 - 1985,3.1281774284282885e-06,1.3537907302331957
foment,1980 - 1985,9.485756364121426e-05,41.051792389699216
force,1980 - 1985,1.0098310441497313e-06,0.43702761046981164
foreign,1980 - 1985,6.639343795071987e-06,2.8733287322246888
form,1980 - 1985,0.00021006210495445277,90.9092073474534
france,1980 - 1985,1.1071795878298744e-05,4.7915743176389824
full,1980 - 1985,9.381699592838317e-06,4.060146277891417
general,1980 - 1985,2.794556082988551e-07,0.1209408419703204
generally,1980 - 1985,2.2137358238566004e-05,9.580450936978925
get,1980 - 1985,4.52068538656795e-09,0.0019564305768011714
go,1980 - 1985,5.615896482989904e-06,2.43040836863299
got,1980 - 1985,7.313211368363255e-06,3.1649604235206708
government,1980 - 1985,6.44565736470453e-05,27.895064746952738
graphic,1980 - 1985,3.152987241163424e-05,13.645277473200185
gross,1980 - 1985,5.072615877236935e-05,21.9529119103946
ground,1980 - 1985,1.211240093637523e-05,5.241920090437918
group,1980 - 1985,1.8746912179624708e-05,8.113157424712723
grow,1980 - 1985,2.0191764276693128e-05,8.738450401317316
growth,1980 - 1985,1.5229207449961925e-05,6.5907897957423724
guerrilla,1980 - 1985,1.734364215240888e-06,0.7505860045224448
halt,1980 - 1985,4.74677703369413e-05,20.5427693720291
hand,1980 - 1985,1.7823015103884498e-06,0.7713319715553405
head,1980 - 1985,2.495874110715268e-07,0.10801469265165786
headline,1980 - 1985,1.9999993042636392e-05,8.655456989040879
hearing,1980 - 1985,7.313211368363255e-06,3.1649604235206708
held,1980 - 1985,2.578169006990198e-06,1.115761935662169
help,1980 - 1985,2.1246566772082113e-06,0.9194940441654292
high,1980 - 1985,1.982111601835449e-07,0.08578043842611327
hijack,1980 - 1985,5.726283779141957e-06,2.4781810099506023
history,1980 - 1985,1.7345288056410245e-05,7.506572348036832
hit,1980 - 1985,2.111815355992371e-05,9.139366670588863
hold,1980 - 1985,7.35985870628031e-06,3.1851481318930484
however,1980 - 1985,1.607071458781539e-05,6.95497136431263
identify,1980 - 1985,1.507176092535423e-06,0.6522651190948325
immediate,1980 - 1985,8.79463722267187e-06,3.8060815347673733
imply,1980 - 1985,2.7913326256526822e-05,12.080133944015882
important,1980 - 1985,5.3112469397510635e-06,2.298564271856887
improve,1980 - 1985,2.24575303150771e-06,0.9719012767046862
inadequate,1980 - 1985,2.0825959894516765e-05,9.012913141429705
incident,1980 - 1985,7.753771854836193e-06,3.3556231069330242
include,1980 - 1985,9.551407092314979e-06,4.1335911015624305
including,1980 - 1985,2.8445281595484933e-05,12.310349851922801
increase,1980 - 1985,4.482799140792059e-05,19.40034432558002
indicate,1980 - 1985,4.028355168938558e-06,1.7433633515270466
inflation,1980 - 1985,3.86393051900959e-05,16.722048025033374
information,1980 - 1985,1.810511986996294e-05,7.835407041483473
inspired,1980 - 1985,1.7833845969044078e-05,7.718007021561113
instance,1980 - 1985,1.427327517103263e-05,6.177088115593304
instead,1980 - 1985,1.0998272370573075e-05,4.759755328630021
insurgent,1980 - 1985,1.3364527344175962e-05,5.7838065923210635
intelligence,1980 - 1985,2.089441598928737e-06,0.9042539090931863
interest,1980 - 1985,3.323380705017962e-06,1.4382694378527385
internal,1980 - 1985,2.2106543625290117e-05,9.56711520434768
international,1980 - 1985,0.003964224109384365,1715.6091604905996
intimidation,1980 - 1985,3.182506532256806e-05,13.773028994843747
investigate,1980 - 1985,7.37471705656604e-05,31.915784247212553
involve,1980 - 1985,9.650747664918503e-06,4.176583019189775
involved,1980 - 1985,5.7667322521518554e-05,24.95686016960515
iran,1980 - 1985,9.112109865219824e-08,0.03943475122700779
israel,1980 - 1985,3.132985896598561e-05,13.55871705428649
issue,1980 - 1985,2.3317029813055728e-05,10.090980943285567
italy,1980 - 1985,1.608430711285237e-05,6.96085384215046
jew,1980 - 1985,1.1042765423974157e-05,4.779010720829568
jewish,1980 - 1985,8.406260349655199e-05,36.380025103013296
john,1980 - 1985,1.5919413320727525e-06,0.6889492261051213
justified,1980 - 1985,3.780453805902935e-05,16.36078334942031
key,1980 - 1985,3.528383484526317e-06,1.5269891057489078
kidnap,1980 - 1985,3.3543849112707956e-06,1.451687221205396
kill,1980 - 1985,4.121899190788321e-06,1.783846678495034
kind,1980 - 1985,3.2186528598732236e-05,13.929460541259147
know,1980 - 1985,2.510322044607224e-06,1.0863996022108022
kupperman,1980 - 1985,1.9999993042636392e-05,8.655456989040879
largely,1980 - 1985,1.5267552970273732e-05,6.607384701604273
last,1980 - 1985,6.03019561814884e-06,2.609705848253128
law,1980 - 1985,4.869090347083579e-06,2.1072108367784015
lawless,1980 - 1985,3.421454214753066e-05,14.807130048813287
least,1980 - 1985,9.241201513022039e-08,0.03999342502395087
lebanon,1980 - 1985,4.1335091554692086e-06,1.7888711577398757
left,1980 - 1985,1.2463077967535427e-06,0.5393683641244209
leftist,1980 - 1985,0.00022318847848831652,96.5899474008242
lethal,1980 - 1985,3.101247012011314e-05,13.421359731291723
letter,1980 - 1985,3.3736922464408273e-06,1.4600429145689362
level,1980 - 1985,6.273262865619928e-06,2.714898790142933
libya,1980 - 1985,2.261801741592214e-06,0.9788467251140872
lie,1980 - 1985,2.59065218392809e-05,11.211643175951112
like,1980 - 1985,7.613280796455446e-06,3.294822370124413
line,1980 - 1985,1.071181583311902e-05,4.635784673546418
long,1980 - 1985,1.877560181934332e-05,8.125573526162666
made,1980 - 1985,7.520782170906727e-06,3.254791462449817
major,1980 - 1985,1.061393671836175e-05,4.59342523541557
make,1980 - 1985,7.990007300088828e-07,0.34578594292813425
many,1980 - 1985,5.640444799950655e-09,0.002441032217409045
march,1980 - 1985,1.8662491041061377e-06,0.8076622235313256
may,1980 - 1985,2.8997361689416845e-06,1.2549275210413997
means,1980 - 1985,1.4255790172695508e-06,0.6169521080407954
meanwhile,1980 - 1985,2.416513789467295e-05,10.458019222091298
measure,1980 - 1985,1.9703213520944426e-05,8.527018825099683
menace,1980 - 1985,3.627003217245745e-05,15.696690633370928
message,1980 - 1985,1.1116231497470748e-05,4.810804853854908
middle,1980 - 1985,3.383200992719961e-05,14.641580432223957
might,1980 - 1985,3.172967078676628e-07,0.13731744815401203
military,1980 - 1985,4.054301681062763e-05,17.545923014185753
mode,1980 - 1985,3.4389212056749844e-05,14.882722469435802
modern,1980 - 1985,2.7279968782347076e-05,11.806033929842691
moscow,1980 - 1985,6.6380063977017465e-06,2.872749942752578
mr,1980 - 1985,9.413070241795191e-05,40.7372264775243
much,1980 - 1985,5.811824549610649e-07,0.25152007458086495
murder,1980 - 1985,4.344653261418635e-07,0.1880248625903927
must,1980 - 1985,7.801608587118085e-05,33.76325553072855
name,1980 - 1985,2.976026781778458e-07,0.12879440384306085
narcotic,1980 - 1985,4.46130227562102e-05,19.307311697273356
nation,1980 - 1985,3.300418867384777e-06,1.4283321744947122
national,1980 - 1985,7.320268019091908e-08,0.031680143514264625
nature,1980 - 1985,1.1602301169428428e-05,5.021162683997049
need,1980 - 1985,4.757657429062934e-06,2.0589856785478533
needs,1980 - 1985,8.073896294682152e-06,3.494164321138479
never,1980 - 1985,1.5255473295730443e-05,6.602156944613151
new,1980 - 1985,2.2938029100891018e-05,9.92695966807991
news,1980 - 1985,7.702266890413944e-06,3.3333331489651137
next,1980 - 1985,8.195733945559643e-07,0.35468923668216834
nicaragua,1980 - 1985,5.545125429896659e-06,2.399780567672667
northern,1980 - 1985,1.073310651848266e-05,4.644998707323296
note,1980 - 1985,3.6888912086677307e-06,1.5964525150487598
noted,1980 - 1985,5.215573692325479e-06,2.2571594735487746
nourish,1980 - 1985,5.4842398483881974e-05,23.734309319065055
nuclear,1980 - 1985,0.0002092276826623289,90.54809190882408
occur,1980 - 1985,1.5044532789286914e-05,6.510867588818066
official,1980 - 1985,2.6819875927854445e-05,11.606918164925352
often,1980 - 1985,6.656517790450483e-05,28.80761173726627
olympic,1980 - 1985,6.9127596584480255e-06,2.9916557356655273
one,1980 - 1985,7.628340405211136e-05,33.01339762184439
open,1980 - 1985,4.077183690502998e-06,1.764495017290054
opinion,1980 - 1985,6.091181615191685e-06,2.636098941151351
oppose,1980 - 1985,4.5679418743640966e-05,19.768819087941733
opposition,1980 - 1985,2.74478234875064e-06,1.1878676914158608
organized,1980 - 1985,1.3069477551385712e-05,5.6561170083458485
other,1980 - 1985,2.0284816978702244e-06,0.8778721098323907
outbreak,1980 - 1985,7.985693835765794e-05,34.5599267838587
outside,1980 - 1985,1.650259776020924e-06,0.7141878740479033
package,1980 - 1985,1.8864203164484325e-05,8.163917796103375
page,1980 - 1985,4.721123847551961e-06,2.0431749308766047
palestinian,1980 - 1985,1.998491903138671e-05,8.648933363970322
paragraph,1980 - 1985,2.917442225703036e-05,12.6259022434418
paris,1980 - 1985,7.5172983681859365e-06,3.253283766694932
part,1980 - 1985,7.747065220529998e-06,3.352720656684429
particularly,1980 - 1985,2.1302060310798077e-05,9.218956546885016
past,1980 - 1985,1.1621541605148255e-05,5.029489425084826
pattern,1980 - 1985,1.255079771040642e-05,5.431646377525717
penalty,1980 - 1985,8.921619902327043e-06,3.8610362099897815
pentagon,1980 - 1985,1.0468810315964419e-05,4.53061844687087
people,1980 - 1985,1.8845306928536565e-05,8.155740015383554
percent,1980 - 1985,1.6146940976845907e-06,0.6987960087372533
perhaps,1980 - 1985,1.709932920184855e-05,7.400127996671603
perpetrate,1980 - 1985,1.162408274793423e-05,5.03058916307174
phenomenon,1980 - 1985,1.8166671194288132e-05,7.862044792765658
photo,1980 - 1985,3.6173263706815913e-07,0.15654811854189843
place,1980 - 1985,1.910408500380151e-06,0.826773217935019
plague,1980 - 1985,2.5499455996708598e-05,11.03547607006357
plan,1980 - 1985,2.4491486729173007e-07,0.10599254186244389
play,1980 - 1985,7.925093556657594e-06,3.429766513795377
point,1980 - 1985,2.6821481450248137e-07,0.11607612991668237
police,1980 - 1985,4.712067076180373e-06,2.0392554047598086
policy,1980 - 1985,1.4483400148609274e-05,6.268024532514081
politics,1980 - 1985,6.238552771694452e-06,2.6998771986645234
pose,1980 - 1985,1.9804459879311995e-05,8.57083551534949
present,1980 - 1985,2.994850335510573e-06,1.2960903642499173
president,1980 - 1985,7.331242948901704e-06,3.172764004725037
prevent,1980 - 1985,3.938805662012718e-06,1.7046087427662302
prevention,1980 - 1985,0.00017082203707334087,73.92716545034095
previous,1980 - 1985,1.0766453697986102e-05,4.659430466238539
prime,1980 - 1985,1.3405716258645664e-09,0.000580163204240286
privacy,1980 - 1985,2.37293160153548e-05,10.269407279913143
problem,1980 - 1985,6.0881529694780905e-05,26.347882250599415
produce,1980 - 1985,3.970004332255266e-06,1.7181106848831083
promote,1980 - 1985,6.257516254263693e-05,27.080840819064612
proof,1980 - 1985,1.3579233299404917e-05,5.8767255326833645
protect,1980 - 1985,5.76466210921444e-06,2.4947901149910607
protest,1980 - 1985,5.103792833498146e-06,2.208783735931493
provoke,1980 - 1985,1.2168855951126283e-05,5.266352296536775
public,1980 - 1985,4.268911535838545e-06,1.8474696520994547
publish,1980 - 1985,1.443323341150097e-05,6.2463137231955095
purpose,1980 - 1985,4.2692027038426325e-06,1.8475956617500877
question,1980 - 1985,1.1895762378466656e-06,0.514816477181615
raise,1980 - 1985,2.7652029160338684e-06,1.1967051615807254
rampant,1980 - 1985,8.068502588204853e-05,34.91830070605179
rand,1980 - 1985,3.780453805902935e-05,16.36078334942031
rather,1980 - 1985,1.9789554393874923e-05,8.564384823700433
rationalize,1980 - 1985,4.327197512807095e-05,18.726942492100648
reagan,1980 - 1985,7.650335154499407e-07,0.3310858495818172
realize,1980 - 1985,1.4023377438311972e-05,6.068939124110587
really,1980 - 1985,1.2786629206733468e-05,5.533707881685663
reason,1980 - 1985,8.21980239341279e-06,3.557308541204433
recent,1980 - 1985,1.904414672564361e-05,8.241792510896962
recently,1980 - 1985,7.129823829859373e-07,0.308559524831973
recognize,1980 - 1985,2.3268154319811183e-05,10.069828949447645
red,1980 - 1985,8.952199624937629e-07,0.38742702882831326
reduce,1980 - 1985,1.9367335823325727e-05,8.381660026268145
refer,1980 - 1985,1.185423751925298e-05,5.13019393391967
reflect,1980 - 1985,7.960216834415932e-06,3.4449669200806863
regarding,1980 - 1985,2.9268068036809542e-05,12.666429608494177
region,1980 - 1985,1.0840387693918438e-06,0.4691427103460164
reject,1980 - 1985,1.6699063851942973e-05,7.226903960396917
remark,1980 - 1985,1.1235588963058406e-05,4.862459542309676
renounce,1980 - 1985,0.00014879031449653414,64.39243077560857
report,1980 - 1985,7.274715586342702e-06,3.1483004884482906
represent,1980 - 1985,8.622720127759649e-06,3.731680457850927
repression,1980 - 1985,2.1651749744408924e-05,9.370292692137083
reprisal,1980 - 1985,1.4488464711529982e-05,6.270216338602965
require,1980 - 1985,1.4735239482198134e-05,6.377013796429333
resist,1980 - 1985,1.6027838924783673e-05,6.936415934995405
resort,1980 - 1985,3.379344762122833e-05,14.624891707381849
respond,1980 - 1985,1.6737647393762238e-05,7.243601875540666
response,1980 - 1985,6.27151293327881e-05,27.141414666738704
responsible,1980 - 1985,2.000711591861856e-06,0.865853957744831
restore,1980 - 1985,2.192822498137172e-05,9.489943709863184
result,1980 - 1985,6.999441669801855e-06,3.0291693697651585
retaliation,1980 - 1985,1.4166743992388372e-05,6.130984297817893
right,1980 - 1985,5.288840543463968e-06,2.2888673885165316
rightist,1980 - 1985,7.417048831109043e-06,3.209898473785554
rise,1980 - 1985,0.0001047940712384028,45.3520445920573
rising,1980 - 1985,3.977468346397063e-05,17.21340908675296
robert,1980 - 1985,4.087439517126472e-06,1.768933462145375
role,1980 - 1985,2.8235020225833568e-05,12.21935440819467
root,1980 - 1985,5.669436769796667e-05,24.53579159175213
rule,1980 - 1985,3.1064180637800044e-08,0.01344373864716264
sabotage,1980 - 1985,0.00015938666071781756,68.97824331883206
said,1980 - 1985,8.443133682695209e-05,36.53960293261054
say,1980 - 1985,1.0334135594408377e-05,4.472334863598896
schedule,1980 - 1985,8.189346602195308e-06,3.5441280970718703
scourge,1980 - 1985,0.0001058344776902977,45.802304413463204
sec,1980 - 1985,3.57452665866455e-05,15.469586256502332
secretary,1980 - 1985,6.330402647518814e-08,0.0273962734497466
security,1980 - 1985,0.00015549414387048847,67.2936671252629
see,1980 - 1985,4.619950021613772e-06,1.999389630703857
seek,1980 - 1985,1.5336851057482202e-07,0.06637375042699745
seem,1980 - 1985,1.1747689566964554e-05,5.084082856963951
seen,1980 - 1985,2.897194287053258e-06,1.2538274631908997
seminar,1980 - 1985,2.1715965091193757e-05,9.398083360411196
senator,1980 - 1985,4.5814434616340904e-06,1.9827250312217704
sentence,1980 - 1985,4.654069053558984e-06,2.014155426515882
serious,1980 - 1985,8.168217311357643e-06,3.5349839104881813
settler,1980 - 1985,9.18190214182987e-06,3.973679335626138
show,1980 - 1985,3.2223329922276446e-06,1.3945387160453344
side,1980 - 1985,7.758991328040807e-06,3.357881954010204
sikh,1980 - 1985,3.0808482196686426e-06,1.3333079265706576
simply,1980 - 1985,7.960216834415932e-06,3.4449669200806863
since,1980 - 1985,5.747921770229331e-06,2.4875453482674583
soft,1980 - 1985,5.488910381506973e-05,23.754522125359173
solution,1980 - 1985,1.042863243922829e-05,4.513230546622145
something,1980 - 1985,1.3120636406500665e-05,5.678257179550513
sort,1980 - 1985,1.931965259504795e-05,8.361024012516687
south,1980 - 1985,3.6606802416274073e-07,0.1584243570209818
soviet,1980 - 1985,8.861807774300717e-08,0.03835151135907444
spain,1980 - 1985,5.885471329392647e-06,2.5470730836352438
speak,1980 - 1985,1.625858345024347e-05,7.036275935512217
specialist,1980 - 1985,0.0001388666520912228,60.09773762547477
specialize,1980 - 1985,3.57452665866455e-05,15.469586256502332
specifically,1980 - 1985,2.222809702372733e-05,9.619720233249549
speech,1980 - 1985,1.422538389466803e-05,6.156362064247167
spread,1980 - 1985,0.00010038412767536314,43.44354008644993
stand,1980 - 1985,3.637297852041792e-05,15.741243033216826
state,1980 - 1985,9.114937179072241e-05,39.446987077986314
statement,1980 - 1985,3.2159383049714977e-06,1.39177126805743
states,1980 - 1985,1.2502503952882515e-05,5.410746143200825
stem,1980 - 1985,1.8509924567804802e-05,8.010595584982587
still,1980 - 1985,2.879531054138847e-06,1.2461832928928311
stop,1980 - 1985,2.4426731309549166e-05,10.57122978902752
straight,1980 - 1985,4.237127156787107e-05,18.337142310242264
strain,1980 - 1985,2.6152003949995e-05,11.317881205451187
strategy,1980 - 1985,8.425724059467991e-06,3.6464258783881407
street,1980 - 1985,6.8328676840355215e-06,2.9570806462231047
stress,1980 - 1985,1.8576506516537327e-05,8.03941045468141
strike,1980 - 1985,1.0584279618329082e-05,4.580590443263132
strong,1980 - 1985,1.982111601835449e-07,0.08578043842611327
struggle,1980 - 1985,8.293588943816897e-05,35.892413679824706
student,1980 - 1985,1.1953575536136789e-05,5.173184745500526
study,1980 - 1985,2.839997724638748e-05,12.29074335285085
subcommittee,1980 - 1985,5.591024128623615e-05,24.196442852168275
subject,1980 - 1985,4.348227091388589e-05,18.81795283021514
subversion,1980 - 1985,0.00011649687505639725,50.416702108782204
